,category,predicted_category,text
428,GENERAL,name,risk low calling army 2 month ontario covid19 response longterm care two month ago ontario four confirmed case covid19 12000 least 759 people died timeline show step ontario took failed take protect resident staff nursing home two month ago ontario four confirmed case covid19 aremore 12000 least 759deaths twothirds dead lived province longterm care homesthis timeline show step ontario took failed take 12373 char
429,GENERAL,name,pandemic put royal online best prince william opened hospital care covid19 patient via video link novel way otherwise regular royal duty may also harbinger member royal family contemplate carry role hello royal watcher regular dose royal news analysisreading onlinesign hereto get delivered inboxwhen prince william officially opened hospital via video link day many way sign 12516 char
430,GENERAL,name,beloved muslim community advocate died covid19 touched thousand volunteer work tireless volunteer beloved teacher many simply babu uncle member muslim community toronto halifax grieving loss husain bhayat man defined dedication humanitarian cause kind alwayssmiling ey tireless volunteer beloved teacher many simply babu uncle member muslim community toronto halifax grieving loss husain bhayat man remembered part bedrock community defined dedicati 7455 char
431,TECH,name,adelaide high school move online learning coronavirus concern one south australia largest public school unley high school announced moving learning online reminder term updated march 24 2020 130538one south australia largest public school unley high school announced moving learning online reminder termkey pointsullia teacher student tested positive coronavirus 2596 char
432,GENERAL,name,need know covid19 bc april 21 2020 number people hospitalized covid19 bc continues fall health official say loosening restriction daily life still long way latestulliprovincial health officer dr bonnie henry provide daily update 3 pm ptlilibc confirmed total 1699 case covid19lili86 people died diseaselili104people hospital includin 4394 char
433,GENERAL,name,coronavirus whats happening canada around world thursday traveller returning canada abroad facing new order requiring selfisolate latest measure government trying deal rise covid19 case growing economic fallout here whats happening canada around latesttravellers returning canada abroad facing new order requiring selfisolate latest measure government trying deal rise covid19 case growing economic falloutthe measure make 11608 char
434,GENERAL,name,need know covid19 bc april 12 2020 dr bonnie henry announced 35 new case saturday bringing british columbia total 1445 latestulli35 new case covid19 three death announced saturdaylilithe total number people tested positivein bc 1445lili58people diedlili905 patient recovered theillness 4580 char
435,GENERAL,name,need know covid19 bc april 11 2020 dr bonnie henry provide update pandemic bc victoria noon latestulli40 new case covid19 five death announced fridaylilithe total number people tested positivein bc 1410lili55people diedlili879 patient recovered theillnessli 5097 char
436,GENERAL,name,really shocked woman told shed wait 4 day hear telehealth telehealth ontario wait time increased people waiting four day call healthcare professional health minister say people call family doctor appointment first ontario government instructing people call primarycare physician one instead telehealth system widespread complaint thatthewait time speak nurse isseveral daysfor people call family doc 3138 char
437,GENERAL,name,need know covid19 bc april 20 2020 bcs minister public safety mike farnworth announced sunday province issue 2000 ticket price gouging people dont selfquarantine return travelling latestulliprovincial health officer dr bonnie henry give update covid19 case bc 3 pmlilipolice power toissue 2000 fine reselling gougingprices medical supplieslilithe annual 420 canna 5626 char
438,GENERAL,name,need know covid19 bc april 13 2020 dr bonnie henry announced 35 new case saturday bringing british columbia total 1445 latestullitodays briefing provincial health officer dr bonnie henry 130 pmlili35 new case covid19 three death announced saturdaylilithe total number people tested positivein bc 1 4296 char
439,GENERAL,name,need know covid19 bc april 16 2020 seventyfive people died covid19 bc 1561 confirmed case disease latestulliprovincial health officer dr bonnie henry daily update expected written statement thursday afternoonlilibc 1561 confirmed case covid19 lili75 people diedlili955 people recovered fr 3584 char
440,GENERAL,name,need know covid19 bc april 14 2020 bc provincial health officer dr bonnie henry announced 63 new coronavirus case province monday bringing total number identified case 1266 latestullihealth official announced 11 death saturday sunday bringing bcs total 69lilithe total number people tested positive rose 45to 1490lili926 people recovered illnesslili 4915 char
441,GENERAL,name,trudeau say physical distancing effective clear pandemic peak federal government doesnt know covid19 caseload peak canada prime minister justin trudeau say country physical distancing effort making difference federal government doesnt know covid19 caseloadwillpeak canada prime minister justin trudeau say thatthe country physical distancing effort aremaking differencewe dont know exactly going peaking 3295 char
442,GENERAL,name,rental right covid19 breakfast triple j abc news sally erica put listener question need answered right point shit crazy yo understatementsally erica put listener question need answered right overwhelmingly people got touch renting scared wont able make rent enter leo 6105 char
443,GENERAL,name,stephon marbury aiming broker deal get 10 million mask new york beijingbased retired basketball star stephon marbury arranging urgent shipment surgical mask china new york fight coronavirus said social medium sunday beijingbased retired basketball star stephon marbury arranging urgent shipment surgical mask china new york fight coronavirus said social medium sundaymarbury born new york coney island said wanted 1096 char
444,SCIENCE,name,doctor investigate rare covid19 symptom effort move quickly anecdote science dry cough fever difficulty breathing common symptom covid19 specialist starting learn le common potential symptom loss one sense smell disorientation even seizure dry cough fever difficulty breathing common symptom covid19 specialist starting learn le common potential symptom loss onessense smell disorientation even seizuressome doctor aretryin 5313 char
445,GENERAL,name,here way calgarians helping get covid19 emergency news coverage global covid19 pandemic seem like constant stream doom gloom story remind u power people coming together time trouble calgary news coverage global covid19 pandemic seem like constant stream doom gloombut story remind u power people coming together time trouble area calgarythe coronavirus emergency forced 5041 char
446,GENERAL,name,trudeau canada u strike deal extend border restriction 30 day prime minister justin trudeau say canada united state struck deal extend current border restriction two country additional 30 day prime minister justin trudeau say canada united state struck deal extend current border restriction two country additional 30 daysthis important decision one keep people side bor 3282 char
447,GENERAL,name,winnipeg family build lego version prime minister covid19 message kid winnipeg family hit brick share prime minister justin trudeaus message child video feature little lego version reporter cameo appearance manitoba top public health official winnipeg family hit brick shareprime minister justin trudeausmessage child videothat featureslittle lego version reportersand cameo appearance manitoba top public health officialswhen trudeau used dailyne 2940 char
448,GENERAL,name,friend n woman died last week urge domestic violence victim ask help friend nova scotia woman died last week prosecutor calling domestic homicide urging people abusive relationship reach help friend nova scotia woman died last week prosecutor calling domestic homicideis urging people abusive relationship reach helppolice called home glen arbour way inhammonds plain nson thursday af 3014 char
449,GENERAL,name,quail egg sitar string pandemic people purchasing strange stuff buy weird thing time crisis impulse go far beyond hoarding toilet paper stockpiling hand sanitizer people buy weird thing time crisis impulse go far beyond hoarding toilet paper stockpiling hand sanitizeranxiety boredom strange thing personwhether stuffing trunk full spam investing new wardrobe 4063 char
450,BUSINESS,name,nova scotia cooperative council pay program prescription drug nova scotia cooperative council announcing fund 1000 oneyear membership nova scotians help ease financial strain brought covid19 virus nova scotia cooperative council represents 300 cooperative business credit union province fund 1000 oneyear membership nova scotians purchasing prescription drugsthe move announced friday help ease 1741 char
451,GENERAL,name,victor wanyamas search happiness montreal postponed pandemic victor wanyama say management former club tottenham hotspur fc frustrated point started lose passion game he hoping fresh start montreal running sprint alone stairwell condo building isnt exactly victor wanyama pictured thing would month time montrealbut impact newest designated player trying make best unprecedented situation 5676 char
452,GENERAL,name,need know covid19 bc april 14 2020 provincial health officer dr bonnie henry announced monday 27 new covid19 case bc bringing total number confirmed case 1517 latestullihealth official announced three death tuesday bringing bcs total 72liliofficials said 1517 people tested positive covid19lili942 people recovered illnesslili134 covid19 patient ar 5926 char
453,GENERAL,name,alcoholic anonymous mental health provider find creative way deliver service pandemic social distancing measure enforced fight spread coronavirus community group providing addiction mental health support finding new way deliver service alcoholic anonymous usually relies facetoface meeting help strugging addictionbut hundred people rely organizationssupport group runare finding new creative way connect social distancing fo 4543 char
454,GENERAL,name,coronavirus whats happening canada around world wednesday new month mean fresh set bill canadian family business struggling health financial fallout global coronavirus pandemic here look latest covid19 development across canada united state rest latesta new month mean fresh set bill canadian family business struggling health financial fallout theglobal coronavirus pandemicwith case number rising several province made move recently extend ord 16213 char
455,BUSINESS,name,edmontonians launch effort help student cut school food program pandemic edmontonians finding innovative way get food thousand student relied meal school last week vital role played school keeping student fed northeast edmonton became even evident sobeys belmont owner jerry maclachlanlast year droppingoff donationsa portable toast cart rolled classroom teacher 3467 char
456,SCIENCE,name,new covid19 testing drivethru open moncton coliseum new covid19 assessment centre give horizon health ability increase number test done moncton region new covid19 assessment centre give horizon health ability increase number test done moncton regionthe outdoor drivethru testing centre located amoncton hospital parking lot closed one agrenas 3479 char
457,GENERAL,name,unsung hero grocery store worker compensated front line covid19 midst global pandemic group unsung hero beginning get recognition service provide day day operating grocery store midst global pandemic group unsung hero beginning get recognition service provide day day operating grocery storesgrocery store worker across country front line covid 5669 char
458,GENERAL,name,saint john considers legal option break nolayoff clause city management saint john looking rarely used area law see break nolayoff clause employee collective agreement event municipality hit covid19 related financial crisis city managementin saint john looking rarely used areaoflaw see itcan break nolayoff clause employee collective agreement event municipality hit covid19 related financial crisisthe labour contract city 2 2414 char
459,BUSINESS,name,messaging mask evolves winnipeg business making protective gear city homeless last several week canadian public health official said there need face mask arent exhibiting covid19 symptom message starting change though owner wilder good normally spend day making leather product downtown winnipeg studio lately theyve working home making face mask city vulnerable peoplewe didnt know exactly 6177 char
460,GENERAL,name,greyjay didnt expect new album relevant greyjays album wholesome prison blue take literal meaning day covid19related physical distancing selfisolation quarantining greyjay also known jordan young wasnt expecting albumwholesome prison bluesto quite relevantthe song album bit nose covid19 pandemic practice physical distancing selfisolation quaranti 2202 char
461,GENERAL,name,israel arrest palestinian governor jerusalem ghaiths lawyer say apprehended primarily due palestinian activity related coronavirus outbreak israel arrested palestinian governor jerusalemadnan ghaithover illegal activity put behind bar againthe palestinian authority pa official arrestedby israel least six time last year seven timesin le 18 1577 char
462,GENERAL,name,steel vera etches face ottawa fight covid19 vera etches ottawa top doctor le two year shes leading fight one deadly pandemic u ever lived rare city official hold press conference sunday almost never deliver good newsthe march 15 news conference exceptiononly four day ottawa first case covid19 confirmed back 12086 char
463,GENERAL,name,physio socializing kid special need face new challenge covid19 working home supervising school work calming kid nerve keeping entertained real challenge many parent covid19 pandemic even harder parent whose child special need working home supervising school work calming kid nerve keeping entertained real challenge many parent covid19 pandemicits even harder parent whose child special needstheir child mi 5272 char
464,GENERAL,name,ontario confirms 375 new covid19 case longterm care home grapple death ontario 11 death according cbc tally meanwhile toronto mississauga enforcing physical distancing measure weekend nonessential business construction site shutting saturday night latest covid19 update ontarioulliontario resident receiveemergency alert saturdayto stay home slow covid19 spreadlilist clair oconnor retirement homein torontoreports four patient deathslilipinecrest nursing home reporting two 10914 char
465,GENERAL,name,provincial official provide covid19 update 70 workersfrom power service company new brunswick told selfisolate home restoring power maine last week 70 workersfrom power service company new brunswick told selfisolate home restoring power maine past weekthousands resident maine lost power week snow wind storm utility 6170 char
466,GENERAL,name,potential mask maker turn mainenb pulp paper company global shortage synthetic cloth material used disinfectant wipe protective mask manufacturer experimenting paper product maine new brunswickbased company fight spread covid 19 virus global shortage synthetic cloth material used disinfectant wipe protective mask manufacturer experimenting paper product maine new brunswickbased company fight spread covid 19 virustwin riv 2826 char
467,GENERAL,name,covid19 cause concern construction worker john landry executive director construction association new brunswick estimate 15 per cent member company far shut operation temporarily people new brunswick construction industry watching development covid19 crisis growing alarmjohn landry executive director construction association new brunswick estimate 15 per cent member company te 3575 char
468,SCIENCE,name,alberta may circumvent health canada gain access covid19 test drug premier say albertans access covid19 test medicine vaccine approved trusted regulator country premier jason kenney say albertans access covid19 test medicine vaccine approved trusted regulator othercountries premier jason kenney sayson monday kenney said product approved european american health regulator available u 5122 char
469,GENERAL,name,locking north preston little small community doesnt get wiped canada oldest largest black community people taking action help safeguard hometown ravage covid19 around north preston n province oldest largest black community sign popping people guard covid19there noticeson home senior family babiesandpeople health condition c 4266 char
470,GENERAL,name,nb covid19 roundup life cant go back normal epidemiologist say covid19 might verge ofdisappearingin new brunswick doesnt mean life go back normal ontario epidemiologist say covid19 might verge ofdisappearingin new brunswick doesnt mean life go back normal ontario epidemiologist saysthere covid19 casesdetected new brunswick past four day keeping number con 5595 char
471,GENERAL,name,someone know prisoner sends plea help dorchester letter aaron daigle say prisoner given hand sanitizer havent able see visitor week guard dont mask glove say feel like he facing death sentence course several collect call prison aaron daigle dictated plea help motherhe spent previous night writing letter asked mother share whomever couldhes afraid safety covi 5163 char
472,GENERAL,name,iran urge u free iranian prisoner amid coronavirus pandemic foreign minister zarif accuses u keeping innocent men jailed horrific facility covid19 outbreak iran government urged united state release iranian held u jail sanctionsrelated issue due fear coronavirus outbreakirans foreign minister mohammad javad zarif accused washington holding number iranian 1892 char
473,GENERAL,name,whats defined essential service bc fight covid19 bc solicitor general mike farnworth released list essential nonessential service thursday vowed use emergency power keep community safe good moving essential service worker supported province attempt curb th bc public safety minister mike farnworth released list essential nonessential service thursday vowed use emergency power keep community safe good moving essential service worker supported province attempt cu 20182 char
474,POLITICS,name,u governor citing white house inaction turn china south korea testing supply chorus governor party pushed back hard u president donald trump accused democrat playing dangerous political game insisting shortage test coronavirus governor countered white hou chorus governor party pushed back hard u president donald trump accused democrat playing dangerous political game insisting shortage test coronavirus governor countered white hou 6347 char
475,GENERAL,name,two people chathamkent test positive covid19 two people tested positive covid19 chathamkent health official said friday two people tested positive covid19 chathamkent health official said fridayboth individual male aged 40 45yearsold according chathamkent public health ckpcofficials reaching close contact men 684 char
476,GENERAL,name,one lonely clapper vancouver west end sparked 7 pm healthcare worker salute rory richards life city densely populated west end thought perfect place start appreciation movement spread across province first night rory richards applauded healthcare worker vancouver apartment window neighbour actually shut theirsrichards mom twin toddler life city denselypopulated west end neighbourhoodwanted show h 3590 char
477,GENERAL,name,covid19 isolation booze dangerous mix health expert think liquor store sale increased across country march shopper stocked wait covid19 outbreak addiction expert warning potentially risky mix packed liquor cabinet stress anxiety day week stuck long line shopper many wearing mask standing two metre apartis worth risk community interaction deadly pandemic load boozethe answer many canadian would seem yesas sale grocery 11970 char
478,GENERAL,name,need know covid19 bc april 17 2020 british columbians promised clearer picture impact province approach covid19 pandemic release new statistical model friday morning latestulliprovincial official give update bcs covid19 modelling 11 ptlilithe latest number expected around 3 pm ptlilias thursday afternoonbc confirmed 1575 case covid19lili78peop 3012 char
479,GENERAL,name,maxine water blast trump handling coronavirus outbreak democratic congresswoman called mr trump failure said ignorance incompetence appalling washington democratic congresswoman maxine water california lambasted president trump handling coronavirus outbreak calling failure pushing use authority defense production act procure personal p 3060 char
480,BUSINESS,name,california give 500 aid undocumented immigrant together governor gavin newsom said california become first state give financial aid undocumented worker impacted coronavirus pandemic governor gavin newsom announced wednesday state give 500 undocumented immigrant state eligible 2223 char
481,GENERAL,name,select nyu med student allowed join coronavirus fight hand deck according new york governor also called upon former qualified health care worker help become ill coronavirus outbreak infected least 61000 people u claimed 800 life one new york city medical school made unprecedented move aid battle pandemiclocated epicenter outbreak 2251 char
482,SCIENCE,name,fda approves first athome coronavirus test test kit cost 119 expected available consumer state within week food drug administration announced tuesday approved first authorized athome coronavirus test test made available first health care worker first responder expected go sale consumer state 1840 char
483,GENERAL,name,6weekold baby coronavirus dy connecticut governor ned lamont said believe one youngest life lost anywhere covid19 6weekold baby tested positive forthe coronavirusdied last week connecticut governor ned lamont confirmed death wednesday said likely one youngest death disease anywhereit heartbreaking sadne 2819 char
484,GENERAL,name,nyc med student allowed join coronavirus fight hand deck according new york governor also called upon former qualified health care worker help become ill number confirmedcoronaviruscases u 165000 people 3100 people died nationwide least three new york city medical school made unprecedented move aid battle pandemiclo 3520 char
485,GENERAL,name,police ask lead disappearance lewis carole accused involvement husband disappearance series rumor vehemently denies warning article contains spoiler tiger king murder mayhem madnessnetflixs new bingeworthy documentary series tiger king murder mayhem madness expose eccentric world big cat breeding amid wild twist tu 3610 char
486,GENERAL,name,body pile street ecuador coronavirus spread resident gone far pleading authority social medium help pick caution reader may find detail image story disturbingthe novel coronavirus ravaged coastal ecuadorian city guayaquil struggled cope number corps hospital morgue funeral parlor 3058 char
487,GENERAL,name,people applying foster pet amid outbreak social distancing lonely many american found perfect solution fostering pet need seems people around country arent stocking toilet paper frozen food amid coronavirus pandemic many also taking home new foster pet animal rescue organization reporting large uptick interested foster parent th 3617 char
488,GENERAL,name,nurse protest lack ppe 15 hospital nationwide infected one safe kim smith registered nurse texas said news release announcing protest nurse holding protest 15 hospital six state week say lack preparedness hca healthcare major hospital chain united state national nurse united one largest nurse union country 4615 char
489,GENERAL,name,wisconsin hold inperson primary voting amid coronavirus voter said prepared spend hour line voter lined poll hour opened wisconsin tuesday despite state stayathome order aimed stopping spread coronavirus many voter seen wearing mask practicing social distancing cbs milwaukee affiliate wd 4173 char
490,GENERAL,name,chicago cop dy coronavirus take toll force nationwide department across country struggle fill sick officer seeing death within rank highly decorated chicago police officer died coronavirus becoming department first virusrelated death police across country grapple pandemic chicago mayor lori lightfoot thursday announced death 50yearold marco di 4769 char
491,GENERAL,name,lupus patient struggle get vital drug trump comment hydroxychloroquine approved treat coronavirus nation top infectious disease expert say evidence effective one drug president trump touted potential game changer treat covid19 vital medication patient withlupus however drug hydroxychloroquine clinically tested approved treat coronavirus nation 5640 char
492,GENERAL,name,global surge domestic violence since coronavirus lockdown un chief call government step prosecution abuser set emergencywarning system pharmacy un secretary general antonio guterres warned horrifying global surge domestic violence coronavirus crisis urged government step effort prevent violence womenwe know lockdown quarantine essential sup 1646 char
493,GENERAL,name,nurse plan protest 15 hospital lack preparedness infected one safe kim smith registered nurse texas said news release announcing protest nurse planning protest 15 hospital six state week say lack preparedness hca healthcare major hospital chain united state national nurse united one largest nurse union country 4616 char
494,GENERAL,name,spike hate crime asian american speaking tv personality jeannie mai opened getting antiasian comment social medium embarrassed wasnt saw headline people got angry time people staying inside fearing thing coronavirus one group fearing safety outside world something else racismone group california documenting hate crime discrimination targeting 5603 char
495,BUSINESS,name,mcdonalds apologizes restaurant china ban black customer african american resident guangzhou facing increased xenophobia forced u consulate issue travel warning mcdonalds restaurant china come fire accused banning black customer entering sign guangzhou eatery read black people allowed enter restaurant circulating social medi 4279 char
496,GENERAL,name,home health care worker care vulnerable ppe state fighting get ppe hospital emergency personnel many home health care worker agency care 83 million people u left fend coronavirus outbreak continues flood hospital u government business community rallied provide overburdened emergency care staff personal protective equipment ppe 32 million home health ca 11836 char
497,GENERAL,name,2020 daily trail marker warren endorses biden biden support major candidate ran primary joe biden public support major candidate ran democratic nomination reportscbs news campaign reporter zak hudak elizabeth warren wednesday morning announced endorsement biden president video 12278 char
498,GENERAL,name,wisconsinite brave coronavirus fear long line vote voter said prepared spend hour line voter around wisconsin traveled poll tuesday middle coronavirus pandemic tuesday voting come day legal battle challenge election state leader declining take action move election day 7198 char
499,GENERAL,name,health care worker share face bruised protective gear feel broken start one doctor wrote selfies exhausted face bruised creased goggles mask posted social medium nurse doctor around world many dark circle eye clear weariness expressionhealth care professional 7984 char
500,GENERAL,name,2020 daily trail marker bernie sander suspends campaign told supporter today congratulate joe biden decent man victory bernie sander ended campaign president morning reportscbs news campaign reporter cara korte today announcing suspension active campaigning congratulate joe biden decent man victory said addressing supp 24485 char
501,GENERAL,name,amazon fire worker organized warehouse walkout targeted retaliation assistant manager christian small told cbs moneywatch amazon say otherwise amazon warehouse assistant manager organized walkout company staten island new york facility firedchris small lost job monday helping lead protest worker claim company lack precauti 3487 char
502,GENERAL,name,time lax say who regional director government must let guard fight coronavirus may come surging back official warns world health organization warned rushing ease coronavirus restriction likely lead resurgence contagion government start rolling plan get economy running againthis time lax instead need 2348 char
503,GENERAL,name,four season offer new york city medical worker free room news come many health care professional say scared go work safety safety family member could potentially infect doctor nurse medical professional frontline coronavirus pandemic new york city may longer need worry long commute potentially infecting family governor andrew cuomo announced wednesday four sea 2577 char
504,BUSINESS,name,private survey show china manufacturing activity expanded slightly march result private survey released wednesday showed china manufacturing activity 501 march factory began come online amid coronavirus outbreak result private survey released wednesday showed chinasmanufacturing activity expanded slightlyin march factory began come online amid coronavirus outbreakthe caixinmarkit manufacturing purchasing manager index march 501a 1906 char
505,GENERAL,name,oped u win postcoronavirus race global dominance beijing could still leverage firstmover advantage alongside faster economic recovery across asian market accelerating trend toward chinesecentric globalization writes fred kempe place bet coming race growthit epic contest among world significant economy generational geopolitical consequence context think back united state accomplished world war ii 6658 char
506,BUSINESS,name,nan
507,TECH,name,facebook join youtube netflix reducing video quality europe amid virus pandemic facebook reducing video streaming quality europe avoid straining internet people forced stay home facebook reducing video streaming quality europe avoid straining internet people forced stay home due coronavirus pandemicthe company said would temporarily lower socalled bit rate measure much data 993 char
508,TECH,name,coronavirus fraudsters prey fear confusion fake product email scam fbi warning phishing email related charitable contribution general financial relief airline refund fake cure testing kit vaccine authentic looking email world health organization isnt real rather clever spam meant steal personal informationcallers claiming medicaid medicarerepresentatives offering socalled free covid19 test long 5545 char
509,TECH,name,7 telemedicine service offering free health care coronavirus pandemic many 92 million worker risk losing employerprovided health insurance according latest estimate economic policy institute help fill gap several telemedicine company offering checkup service past month staggering 22 million american filed unemployment city state around country continue order american shelter place attempt mitigate public health effect coronavirusin u unempl 4533 char
510,GENERAL,name,disease hunter developed novel technique tracking pandemic 911 lost funding right covid19 nearly two decade ago 911 spurred government invest fighting bioterrorism group disease expert figured track pandemic using data emergency room technique called syndromic surveillance covid19 coro dr farzad mostashari presenting syndromic surveillancewhen dr farzad mostashari assistant commissioner new york city department health early 2000s something unprecedentedto keep tab spread disease 20788 char
511,GENERAL,name,rising number death home nypd detective fighting invisible bullet coronavirus ravage city new york police department detective responding significant rise call home death reported increase one detective called overwhelming dea mourns loss detective jack polimeni another hero blue taken soon covid19 23year veteran jack exemplified mean one greatest detective world prayer wife family 107 char
512,GENERAL,name,anguish sri lanka force muslim cremate covid19 victim right group activist accuse govt forcing cremation muslim covid19 victim disregard guideline forced cremation two covid19 infected muslim sri lanka sent shock wave among minority community accused authority violating islamic burial ritesbishrul hafi mohammed joonus a73year old man capital colombo 5372 char
513,GENERAL,name,dont work dont eat informal worker face stark choice africa largest megacity shuts nigeria africa populous country became latest country continent impose 14day lockdown major state daily wage earner complaining hunger february 29th 2020 federal government identified 10695360 individual 35 state across country poorest vulnerable nigerian crisis covid19 pandemic president mbuhari directed fmhdsd look 91 char
514,GENERAL,name,tweeted symptom coronavirus diagnosis problem husband say put ventilator four day ago david lat tweeting coronavirus symptom difficulty getting diagnosed fyi confirmed case covid19 aka coronavirus interacted person 223 cite fact get automatically tested otherwise might go ridiculous effort order david lat davidlat 15 char
515,GENERAL,name,stuck home craving girl scout cooky order online u responsible selfdistancing home there lot miss world restaurant movie theater girl scout cooky interrupting scrolling covid19 news sweet announcement buy girl scout cooky online order shipped dooror donate em comfort first responder frontline worker local cause need httpstco 54 char
516,GENERAL,name,woke couldnt taste smell possible early sign coronavirus doctor reported anecdotally losing ability smell may among coronaviruss symptom widespread long might last unclear im making thread lost sense smell taste due covid19 thing ive found helpful unnerving miserable symptom know ive spent last two week frantically googling hope useful yo 66 char
517,GENERAL,name,kiefer sutherland remembers mom shirley douglas kiefer sutherland paid tribute mom actress shirley douglas died weekend sutherland said cnnkiefer sutherland paid tribute mom actress shirley douglas died weekend sutherland said early morning mother shirley douglas passed away due complication surrounding pneumonia related covid19 sutherland 650 char
518,GENERAL,name,driver killed attack vehicle carrying coronavirus sample myanmar world health organization vehicle carrying coronavirus test sample came fire myanmar attack killed driver seriously injured government official un said tuesday cnna world health organization vehicle carrying coronavirus test sample came fire myanmar attack killed driver seriously injured government official un said tuesdaythe attack happened monday minbya count 885 char
519,GENERAL,name,coronavirus training text message company keeping worker informed marcela sapone decision expand company food essential delivery coronavirus pandemic didnt come without careful consideration thousand worker cnn businessfor marcela sapone decision expand company food essential delivery coronavirus pandemic didnt come without careful consideration thousand workersfor past three year hello alfred partner 3542 char
520,GENERAL,name,florida sheriff getting 6 tip day 1997 tiger king disappearance florida sheriff using hype surrounding wildly popular netflix series tiger king murder mayhem madness seek new lead case jack donald lewis who missing since 1997 cnna florida sheriff using hype surrounding wildly popular netflix series tiger king murder mayhem madness seek new lead case jack donald lewis who missing since 1997lewis married big cat rescue owner 1552 char
521,BUSINESS,name,uber lyft promised financial assistance driver helping vulnerable full week since nicole knesek driver uber lyft carmichael california attempted apply paid coronanvirus leave ridehailing company cnn businessits full week since nicole knesek driver uberuber lyft lyftin carmichael california attempted apply paid coronanvirus leave ridehailing company knesek 36 doesnt coronavirus imm 6912 char
522,GENERAL,name,chronic global shortage coronavirus protective gear who chief say shipped almost two million individual item personal protective equipment 74 country dire lack protective gear health worker battling covid19 pandemic one pressing threat fight prevent death world health organization warnedthe chronic global shortage personal protective equipment 2204 char
523,GENERAL,name,new york city police department lost 29 member covid19 new york police department said lost another member covid19 bringing total number virusrelated nypd death 29 cnnthe new york police department said lost another member covid19 bringing total number virusrelated nypd death 29im saddened announce passing another beloved member nypd family traffic enforcement agent jason 2126 char
524,GENERAL,name,coronavirushit country asking cuba medical help u opposed cuba sending doctor country struggling coronavirus dont accept help u state department say havana cnncuba offering send doctor country struggling coronavirus dont accept help u state department saysas health care system around world strained point collapse cuban health care briga 4804 char
525,GENERAL,name,rebelheld syria brace coronavirus tsunami without soap running water prospect social distancing everything fatima um ali need protect family novel coronavirus reach running water soap expensive hand sanitizer unaffordable luxury cannot even imagine social distancing fami idlib syria cnneverything fatima um ali need protect family novel coronavirus reach running water soap expensive hand sanitizer unaffordable luxury shecannot even imagine social dista 7296 char
526,GENERAL,name,covid19 culprit u pangolin robert f breiman writes preliminary indication pangolin served intermediate host covid19 pangolin could talk would claim responsibility outbreak associated culprit u dr robert breiman professor infectious disease director global health institute emory university joining emory based bangladesh kenya center disease control prevention led investigation 5182 char
527,GENERAL,name,holyoke soldier home site deadly outbreak dealt systemic issue year staffer union say two employee holyoke soldier home massachusetts told cnn felt home woefully unprepared coronavirus outbreak part due longstanding systemic issue like short staffing cnntwo employee holyoke soldier home massachusetts told cnn felt home woefully unprepared coronavirus outbreak part due longstanding systemic issue like short staffingadditionally according employee 6792 char
528,GENERAL,name,13000 stranded american struggle find way home pandemic surge state department arranges flight bring back american stuck abroad border closure flight cancellation due coronavirus pandemic many citizen family tell cnn still struggling get clear answer washington cnnas state department arranges flight bring back american stuck abroad border closure flight cancellation due coronavirus pandemic many citizen family tell cnn still struggling get clea 9085 char
529,GENERAL,name,factcheck trump say state arent jeopardy virus denies saying would go away april president donald trump made yet another series inaccurate misleading claim coronavirus briefing friday washington cnnpresident donald trump made yet another series inaccurate misleading claim coronavirus briefing fridayhe incorrectly asserted state jeopardy virus incorrectly suggested february claim 11234 char
530,TECH,name,google duo group video limit rise 12 people right time many u cooped home prevent spread coronavirus video call become rare lifeline friend family end google updated popular duo chat app increasing group video user limit eight 12 grateful duo helping user see loved one around world recognize group calling particularly critical right increased group calling 8 participant 12 effective today come allinthistogethercov 797 char
531,GENERAL,name,attack vehicle killed myanmar driver condemned humanitarian group urge military rebel heed un call global ceasefire amid coronavirus emergency top official theworld health organization aid group condemned attack team killed driver helping transport coronavirus test myanmar troubled rakhine statewho directorgeneraltedros adhanom ghebrey 2800 char
532,TECH,name,china reportedly spread covid19 misinformation report new york time claim chinese operative helped spread false covid19 information via text social medium across u according u intelligence official chinese operative amplified disinformation national lockdown text message rumor national quarantine fake national lockdown cdcgov continue post latest guidance covid19 coronavirus nsc whnsc march 16 2020two six american official nyt spoke 1117 char
533,TECH,name,twitter rushing verify health expert twitter making good promise verify health expert since company said would expand verification two week ago 1000 account received coveted blue checkmark according company spokesperson accoun despite push verification remains opaque process twitter support page list verification program hold case since 2017 recent guidance health official somewhat vaguethe company said health exp 3946 char
534,GENERAL,name,kathy griffin hospitalized unbearably painful symptom kathy griffin hospitalized unbearably painful symptom top headline 2nd story link related story politician jockeying covid19 test find proximity trump fastest route biggest bailout history whats full text checking hospital unbearably painful symptom comedian kathy griffin spoken donald trump response coronavirus outbreakin quote tweet replying president griffin accused trump lying many co 1412 char
535,GENERAL,name,coronavirus shortage come focus ventilator operator critical drug hospital health care worker worried run short personnel drug needed use ventilator criticallyill covid19 patient state sound alarm lack ventilator help hospitalized novel coronavirus patient including plea 30000 machine new york state alone expert warned even equipment arrives facility could face shortage hea 7989 char
536,GENERAL,name,indian country face higher risk lack resource covid19 fight number covid19 case navajo nation climb expert say theyre concerned high risk transmission indian country death toll coronavirus rise navajo nation expert closest crisis tragically finding least surprisedmore conversation circled back warning laid nearly decade ago center disea 9712 char
