,source,author,title,description,url,urlToImage,publishedAt,content,category
name,CBC News,The Canadian Press,How does Western Canadian Select oil pricing work?,Western Canada's oil price woes are often illustrated by references to the Western Canadian Select benchmark crude oil price.,https://www.cbc.ca/news/canada/calgary/wcs-price-q-a-1.5538888,https://i.cbc.ca/1.5213779.1563300419!/cpImage/httpImage/image.jpg_gen/derivatives/16x9_620/alberta-td-economy-20190716.jpg,2020-04-20T21:40:59Z,"Western Canada's oil price woes are often illustrated by references to the Western Canadian Select benchmark crude oil price.
Alberta Premier Jason Kenney over the weekend released a tweet warning WCS is ""now trading at negative prices,"" with an illustration… [+2860 chars]",BUSINESS
name,CBC News,CBC News,Coronavirus: What's happening in Canada and around the world Thursday,"Prime Minister Justin Trudeau is set to talk with premiers about how to boost pay for critical support workers in long-term care homes, a day after Ontario's premier said the coronavirus has shed light on the cracks in the province's long-term care system.  H…",https://www.cbc.ca/news/canada/coronavirus-covid19-april16-canada-world-1.5534020,https://i.cbc.ca/1.5534041.1587033619!/cpImage/httpImage/image.jpg_gen/derivatives/16x9_620/covid-ontario-20200415.jpg,2020-04-16T11:46:15Z,"The latest:
Prime Minister Justin Trudeau is set to talk with premiers about how to boost pay for critical support workers in long-term care homes, a day after Ontario's premier said the coronavirus has shed light on the cracks in the province's long-term ca… [+13473 chars]",GENERAL
name,CBC News,Julie Ireton,Money starting to flow to women's shelters across Canada,"Nearly 600 shelters across the country are expected to begin gaining access to new federal money next week, as victims face 'intensified' abuse while being isolated from friends and family.",https://www.cbc.ca/news/canada/ottawa/money-flows-to-womens-shelters-canada-as-calls-for-help-increase-during-covid-19-1.5526746,https://i.cbc.ca/1.4451175.1513366329!/fileImage/httpImage/image.JPG_gen/derivatives/16x9_620/interval-house-of-ottawa-shelter-vaw-dec-2017.JPG,2020-04-09T08:00:00Z,"Zena Chaudhry and her staff are answering more calls every day from women in Ottawa-Gatineau facing ""intensified"" abuse, now that the COVID-19 pandemic has forced them to isolate from friends, family and co-workers. 
Chaudhry, the CEO of Sakeenah Homes, a se… [+5258 chars]",BUSINESS
name,CBC News,Mike Crawley,From 'risk is low' to calling in the army: 2 months of Ontario's COVID-19 response in long-term care,"Two months ago, Ontario had just four confirmed cases of COVID-19. Now there are more than 12,000, and at least 759 people have died. This timeline shows what steps Ontario took — and failed to take — to protect the residents and staff of nursing homes.",https://www.cbc.ca/news/canada/toronto/covid-19-ontario-long-term-care-timeline-actions-deaths-1.5542214,https://i.cbc.ca/1.5528834.1586474645!/cumulusImage/httpImage/image.jpg_gen/derivatives/16x9_620/seven-oaks.jpg,2020-04-23T20:06:00Z,"Two months ago, Ontario had just four confirmed cases of COVID-19. Now there are more than 12,000, and at least 759 deaths. Two-thirds of the dead lived in the province's long-term care homes.
This timeline shows what steps Ontario took and failed to take  t… [+12373 chars]",GENERAL
name,CBC News,Janet Davison,The pandemic puts the royals online — and 'at their best',"When Prince William opened a hospital to care for COVID-19 patients via video link, the novel way of doing what is otherwise a regular royal duty may also have been a harbinger for members of the Royal Family as they contemplate how to carry out their roles i…",https://www.cbc.ca/news/world/royal-fascinator-pandemic-royals-online-1.5536530,https://i.cbc.ca/1.5534209.1587046416!/fileImage/httpImage/image.JPG_gen/derivatives/16x9_620/health-coronavirus-britain-royals.JPG,2020-04-19T08:00:00Z,"Hello, royal watchers. This is your regular dose of royal news and analysis. Reading this online? Sign up here to get this delivered to your inbox.
When Prince William officially opened a hospital via video link the other day, it was in many ways a sign of t… [+12516 chars]",GENERAL
name,CBC News,Shanifa Nasser,Beloved Muslim community advocate who died of COVID-19 touched thousands with volunteer work,"A tireless volunteer, a beloved teacher, and to many more simply “Babu Uncle” — members of Muslim communities in Toronto and Halifax are grieving the loss of Husain Bhayat, a man defined by his dedication to humanitarian causes and his kind, always-smiling ey…",https://www.cbc.ca/news/canada/toronto/hussain-bhayat-1.5535190,https://i.cbc.ca/1.5535212.1587075280!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/husain-bhayat.jpg,2020-04-16T22:54:18Z,"A tireless volunteer, a beloved teacher, and to many more simply ""Babu Uncle"" members of  Muslim communities in Toronto and Halifax are grieving the loss of Husain Bhayat, a man being remembered as part of the bedrock of the community, defined by his dedicati… [+7455 chars]",GENERAL
name,ABC News (AU),,Adelaide high school moves to online learning over coronavirus concerns,"One of South Australia's largest public schools, Unley High School, has announced it is moving learning online for the reminder of the term.",https://www.abc.net.au/news/2020-03-24/high-school-in-adelaide-shuts-amid-coronavirus-outbreak/12084736,https://www.abc.net.au/news/image/12074718-16x9-700x394.jpg,2020-03-24T01:39:28Z,"Updated 
March 24, 2020 13:05:38
One of South Australia's largest public schools, Unley High School, has announced it is moving learning online for the reminder of the term.
Key points:
<ul><li>A teacher and a student have tested positive for coronavirus … [+2596 chars]",TECH
name,CBC News,CBC News,"What you need to know about COVID-19 in B.C. on April 21, 2020","The number of people hospitalized with COVID-19 in B.C. continues to fall, but health officials say any loosening of the restrictions on daily life is still a long way off.",https://www.cbc.ca/news/canada/british-columbia/covid-19-bc-update-what-you-need-to-know-april-21-1.5539209,https://i.cbc.ca/1.5539210.1587432023!/cumulusImage/httpImage/image.jpg_gen/derivatives/16x9_620/vancouver-police.jpg,2020-04-21T12:00:00Z,"THE LATEST:
<ul><li>Provincial health officer Dr. Bonnie Henry will provide her daily update at 3 p.m. PT.</li><li>B.C. has confirmed a total of 1,699 cases of COVID-19.</li><li>86 people have died of the disease.</li><li>104 people are in hospital, includin… [+4394 chars]",GENERAL
name,CBC News,CBC News,Coronavirus: What's happening in Canada and around the world on Thursday,"Travellers returning to Canada from abroad are facing a new order requiring them to self-isolate, the latest measure from a government trying to deal with both a rise in COVID-19 cases and growing economic fallout. Here's what's happening in Canada and around…",https://www.cbc.ca/news/canada/coronavirus-covid19-march26-canada-world-1.5510495,https://i.cbc.ca/1.5510497.1585210550!/fileImage/httpImage/image.JPG_gen/derivatives/16x9_620/health-coronavirus-usa.JPG,2020-03-26T11:09:53Z,"The latest:
Travellers returning to Canada from abroad are facing a new order requiring them to self-isolate, the latest measure from a government trying to deal with both a rise in COVID-19 cases and growing economic fallout.
The measure, which makes some … [+11608 chars]",GENERAL
name,CBC News,CBC News,"What you need to know about COVID-19 in B.C. on April 12, 2020","Dr. Bonnie Henry announced 35 new cases on Saturday, bringing British Columbia's total to 1,445.",https://www.cbc.ca/news/canada/british-columbia/coronavirus-update-what-you-need-to-know-april-12-1.5530178,https://i.cbc.ca/1.5297156.1573162427!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/bc-ferries-hybrid.jpg,2020-04-12T12:00:00Z,"THE LATEST:
<ul><li>35 new cases of COVID-19 and three more deaths were announced Saturday. </li><li>The total number of people who have tested positive in B.C. is now 1,445.</li><li>58 people have died.</li><li>905 patients have recovered from the illness.<… [+4580 chars]",GENERAL
name,CBC News,CBC News,"What you need to know about COVID-19 in B.C. on April 11, 2020",Dr. Bonnie Henry will provide an update on the pandemic in B.C. from Victoria at noon.,https://www.cbc.ca/news/canada/british-columbia/coronavirus-update-what-you-need-to-know-april-11-1.5529703,https://i.cbc.ca/1.5529704.1586573520!/fileImage/httpImage/image.JPG_gen/derivatives/16x9_620/seawall-physical-distancing.JPG,2020-04-11T12:00:00Z,"THE LATEST:
<ul><li>40 new cases of COVID-19 and five more deaths were announced Friday. </li><li>The total number of people who have tested positive in B.C. is now 1,410.</li><li>55 people have died.</li><li>879 patients have recovered from the illness.</li… [+5097 chars]",GENERAL
name,CBC News,Lisa Xing,'I was really shocked': This woman was told she'd have to wait more than 4 days to hear from Telehealth,"Telehealth Ontario wait times have now increased with some people waiting up to four days for a call from a health-care professional. Now, the health minister says people should call their family doctors for appointments first.",https://www.cbc.ca/news/canada/toronto/covid-19-telehealth-ontario-wait-times-doctor-1.5524059,https://i.cbc.ca/1.5524082.1586213076!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/rhea-lip.jpg,2020-04-07T08:00:00Z,"The Ontario government is instructing people to call their primary-care physician, if they have one, instead of its Telehealth system after widespread complaints that the wait time to speak to a nurse is several days.
""For people to call their own family doc… [+3138 chars]",GENERAL
name,CBC News,CBC News,"What you need to know about COVID-19 in B.C. on April 20, 2020","B.C.'s Minister of Public Safety Mike Farnworth announced on Sunday that the province will issue $2,000 tickets for price gouging and for people who don't self-quarantine when they return from travelling.",https://www.cbc.ca/news/canada/british-columbia/covid-19-bc-update-what-you-need-to-know-april-20-1.5538001,https://i.cbc.ca/1.5538093.1587386435!/cumulusImage/httpImage/image.jpg_gen/derivatives/16x9_620/covid-19-city-worker-clean-up.jpg,2020-04-20T12:00:00Z,"THE LATEST:
<ul><li>Provincial health officer Dr. Bonnie Henry will give an update on COVID-19 cases in B.C. at 3 p.m.</li><li>Police now have the power to issue $2,000 fines for reselling and gouging prices for medical supplies.</li><li>The annual 420 canna… [+5626 chars]",GENERAL
name,CBC News,CBC News,"What you need to know about COVID-19 in B.C. on April 13, 2020","Dr. Bonnie Henry announced 35 new cases on Saturday, bringing British Columbia's total to 1,445.",https://www.cbc.ca/news/canada/british-columbia/coronavirus-update-what-you-need-to-know-april-13-1.5530576,https://i.cbc.ca/1.5501689.1584551721!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/bonnie-henry.jpg,2020-04-13T12:00:00Z,"THE LATEST:
<ul><li>Today's briefing with provincial health officer Dr. Bonnie Henry is at 1:30 p.m.</li><li>35 new cases of COVID-19 and three more deaths were announced Saturday. </li><li>The total number of people who have tested positive in B.C. is now 1… [+4296 chars]",GENERAL
name,CBC News,CBC News,"What you need to know about COVID-19 in B.C. on April 16, 2020","Seventy-five people have now died of COVID-19 in B.C., and 1,561 have had confirmed cases of the disease.",https://www.cbc.ca/news/canada/british-columbia/covid-19-bc-update-what-you-need-to-know-april-16-1.5533967,https://i.cbc.ca/1.5533976.1587003648!/cumulusImage/httpImage/image.jpg_gen/derivatives/16x9_620/covid-19-daily-life.jpg,2020-04-16T12:00:00Z,"THE LATEST:
<ul><li>Provincial health officer Dr. Bonnie Henry's daily update is expected in a written statement on Thursday afternoon.</li><li>B.C. now has 1,561 confirmed cases of COVID-19. </li><li>75 people have died.</li><li>955 people have recovered fr… [+3584 chars]",GENERAL
name,CBC News,CBC News,"What you need to know about COVID-19 in B.C. on April 14, 2020","B.C. provincial health officer Dr. Bonnie Henry announced 63 new coronavirus cases in the province on Monday, bringing the total number of identified cases to 1,266.",https://www.cbc.ca/news/canada/british-columbia/covid-19-bc-update-what-you-need-to-know-april-12-1.5531399,https://i.cbc.ca/1.5501689.1584551721!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/bonnie-henry.jpg,2020-04-14T13:37:15Z,"THE LATEST:
<ul><li>Health officials announced 11 more deaths over Saturday and Sunday, bringing B.C.'s total to 69.</li><li>The total number of people who have tested positive rose by 45 to 1,490.</li><li>926 people have recovered from the illness.</li><li>… [+4915 chars]",GENERAL
name,CBC News,Catharine Tunney,Trudeau says physical distancing has been 'effective' — but it's not clear when pandemic will peak,"The federal government doesn't know when the COVID-19 caseload will peak in Canada, but Prime Minister Justin Trudeau says that the country's physical distancing efforts are making a difference.",https://www.cbc.ca/news/politics/trudeau-national-peak-1.5526346,https://i.cbc.ca/1.5526401.1586366177!/cpImage/httpImage/image.jpg_gen/derivatives/16x9_620/covid-cda-20200408.jpg,2020-04-08T17:44:39Z,"The federal government doesn't know when the COVID-19 caseload will peak in Canada, but Prime Minister Justin Trudeau says that the country's physical distancing efforts are making a difference.
""We don't know exactly when we're going to be peaking, but we d… [+3295 chars]",GENERAL
name,ABC News (AU),Claire Bracken,What are your rental rights during COVID-19? - Breakfast - triple j - ABC News,Sally and Erica put it to listeners: what questions do you need answered right now?,https://www.abc.net.au/triplej/programs/triplej-breakfast/what-are-your-rental-rights-during-covid-19/12086184,https://www.abc.net.au/cm/rimage/10075502-16x9-large.jpg?v=2,2020-03-24T06:21:26Z,"At this point shits crazy out there yo is an understatement.
Sally and Erica put it to listeners: what questions do you need answered right now? Overwhelmingly people got in touch who were renting and scared they wont be able to make their rent. 
Enter: Leo… [+6105 chars]",GENERAL
name,CBC News,Reuters,Stephon Marbury aiming to broker deal to get 10 million masks to New York,"Beijing-based retired basketball star Stephon Marbury is arranging an urgent shipment of surgical masks from China to New York to fight the coronavirus, he said on social media on Sunday.",https://www.cbc.ca/sports/basketball/nba/stephon-marbury-masks-new-york-nba-1.5514450,https://i.cbc.ca/1.5514452.1585529389!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/stephon-marbury.jpg,2020-03-30T00:54:54Z,"Beijing-based retired basketball star Stephon Marbury is arranging an urgent shipment of surgical masks from China to New York to fight the coronavirus, he said on social media on Sunday.
Marbury, who was born on New York's Coney Island, said he wanted to he… [+1096 chars]",GENERAL
name,CBC News,CBC News,Doctors investigate rare COVID-19 symptoms in effort to move quickly from anecdotes to science,"Dry cough, fever and difficulty breathing are the most common symptoms of COVID-19, but specialists are starting to learn more about less common potential symptoms such as loss of one's sense of smell, disorientation and even seizures.",https://www.cbc.ca/news/health/covid-atypical-symptoms-1.5525275,https://i.cbc.ca/1.5521069.1585939499!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/kym-murphy-composite.jpg,2020-04-08T08:00:00Z,"Dry cough, fever and difficulty breathing are the most common symptoms of COVID-19, but specialists are starting to learn more about less common potential symptoms such as loss of one's sense of smell, disorientation and even seizures.
Some doctors are tryin… [+5313 chars]",SCIENCE
name,CBC News,CBC News,Here's some ways Calgarians are helping each other get through the COVID-19 emergency,News coverage of the global COVID-19 pandemic can seem like a constant stream of doom and gloom. But there are stories that remind us of the power of people coming together in times of trouble. Here are a few from Calgary.,https://www.cbc.ca/news/canada/calgary/calgary-community-support-covid19-1.5506200,https://i.cbc.ca/1.5506728.1584982698!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/cathy-jacobs-angels-cafe.jpg,2020-03-23T17:44:35Z,"News coverage of the global COVID-19 pandemic can seem like a constant stream of doom and gloom. 
But there are stories that remind us of the power of people coming together in times of trouble. Here are a few from Calgary.
The coronavirus emergency forced … [+5041 chars]",GENERAL
name,CBC News,CBC News,"Trudeau: Canada, U.S. strike deal to extend border restrictions by 30 days",Prime Minister Justin Trudeau says that Canada and the United States have struck a deal to extend current border restrictions between the two countries by an additional 30 days.,https://www.cbc.ca/news/politics/trudeau-saturday-covid-19-update-1.5537251,https://i.cbc.ca/1.5535995.1587138988!/cpImage/httpImage/image.jpg_gen/derivatives/16x9_620/covid-cda-20200416.jpg,2020-04-18T15:04:02Z,"Prime Minister Justin Trudeau says Canada and the United States have struck a deal to extend current border restrictions between the two countries by an additional 30 days.
""This is an important decision and one that will keep people on both sides of the bor… [+3282 chars]",GENERAL
name,CBC News,CBC News,Winnipeg family builds Lego version of prime minister's COVID-19 message to kids,"A Winnipeg family has hit the bricks to share Prime Minister Justin Trudeau's message to children in a video that features little Lego versions of him, reporters and a cameo appearance by Manitoba's top public health officials.",https://www.cbc.ca/news/canada/manitoba/lego-video-coronavirus-1.5524282,https://i.cbc.ca/1.5524316.1586231454!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/tyler-walsh-lego.jpg,2020-04-07T03:53:18Z,"A Winnipeg family has hit the bricks to share Prime Minister Justin Trudeau's message to children in a video that features little Lego versions of him, reporters and a cameo appearance by Manitoba's top public health officials.
When Trudeau used his daily ne… [+2940 chars]",GENERAL
name,CBC News,"Emma Davie,Preston Mulligan",Friend of N.S. woman who died last week urges domestic violence victims to ask for help,The friend of a Nova Scotia woman who died last week in what prosecutors are calling a domestic homicide is urging people in abusive relationships to reach out for help.,https://www.cbc.ca/news/canada/nova-scotia/gerald-mccowan-friend-of-tracey-mackenzie-domestic-violence-1.5523733,https://i.cbc.ca/1.5523755.1586209103!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/gerald-mccowan.jpg,2020-04-06T21:47:15Z,"The friend of a Nova Scotia woman who died last week in what prosecutors are calling a domestic homicide is urging people in abusive relationships to reach out for help.
Police were called to a home on Glen Arbour Way in Hammonds Plains, N.S., on Thursday af… [+3014 chars]",GENERAL
name,CBC News,CBC News,Quail eggs and sitar strings: The pandemic has people purchasing some strange stuff,We buy weird things in times of crisis and the impulse goes far beyond hoarding toilet paper and stockpiling hand sanitizer.,https://www.cbc.ca/news/canada/edmonton/weird-things-buying-covid-purchases-1.5534194,https://i.cbc.ca/1.5534258.1587048289!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/quail-eggs-in-water.jpg,2020-04-16T16:30:00Z,"People buy weird things in times of crisis and the impulse goes far beyond hoarding toilet paper and stockpiling hand sanitizer. 
Anxiety and boredom can do strange things to a person. 
Whether stuffing a trunk full of Spam or investing in a new wardrobe of… [+4063 chars]",GENERAL
name,CBC News,CBC News,Nova Scotia Co-operative Council to pay for program for prescription drugs,"The Nova Scotia Co-operative Council is announcing they will fund 1,000 one-year memberships to Nova Scotians to help ease the financial strain brought on by the COVID-19 virus.",https://www.cbc.ca/news/canada/nova-scotia/program-pay-prescription-drugs-1.5512543,https://i.cbc.ca/1.5512544.1585331343!/fileImage/httpImage/image.png_gen/derivatives/16x9_620/nova-scotia-co-operative-council-to-pay-for-program-for-prescription-drugs-image-1.png,2020-03-27T18:12:52Z,"The Nova Scotia Co-operative Council, which represents more than 300 co-operative businesses and credit unions in the province, will fund 1,000 one-year memberships to Nova Scotians for purchasing prescription drugs.
The move announced Friday is to help ease… [+1741 chars]",BUSINESS
name,CBC News,Douglas Gelevan,Victor Wanyama's search for happiness in Montreal postponed by the pandemic,Victor Wanyama says management at his former club Tottenham Hotspur F.C. frustrated him to the point he started to lose his passion for the game. He's hoping for a fresh start in Montreal.,https://www.cbc.ca/news/canada/montreal/victor-wanyama-montreal-impact-1.5522046,https://i.cbc.ca/1.5522047.1586012669!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/victor-wanyama-on-the-pitch-during-his-montreal-impact-debut.jpg,2020-04-05T12:00:00Z,"Running sprints alone up a stairwell in his condo building isn't exactly how Victor Wanyama pictured things would be a month into his time in Montreal.
But the Impact's newest designated player is trying to make the best out of an unprecedented situation.
""… [+5676 chars]",GENERAL
name,CBC News,CBC News,"What you need to know about COVID-19 in B.C. on April 14, 2020","Provincial health officer Dr. Bonnie Henry announced on Monday 27 new COVID-19 cases in B.C., bringing the total number of confirmed cases to 1,517.",https://www.cbc.ca/news/canada/british-columbia/covid-19-bc-update-what-you-need-to-know-april-14-1.5531399,https://i.cbc.ca/1.5531443.1586871936!/cumulusImage/httpImage/image.jpg_gen/derivatives/16x9_620/covid-19-stock.jpg,2020-04-14T13:37:15Z,"THE LATEST:
<ul><li>Health officials announced three more deaths Tuesday, bringing B.C.'s total to 72.</li><li>Officials said 1,517 people have tested positive for COVID-19.</li><li>942 people have recovered from the illness.</li><li>134 COVID-19 patients ar… [+5926 chars]",GENERAL
name,CBC News,Marianne Klowak,"Alcoholics Anonymous, mental health providers find creative ways to deliver services during pandemic","As social distancing measures are enforced to fight the spread of the coronavirus, community groups providing addiction and mental health support are finding new ways to deliver their services.",https://www.cbc.ca/news/canada/manitoba/alcoholics-anonymous-mental-health-covid-19-pandemic-1.5511396,https://i.cbc.ca/1.5420457.1585266139!/cumulusImage/httpImage/image.jpg_gen/derivatives/16x9_620/group-therapy-stock.jpg,2020-03-27T10:00:00Z,"Alcoholics Anonymous usually relies on face-to-face meetings to help those who are strugging with addiction.
But hundreds of people who rely on the organization's support groups run are finding new and creative ways to connect during the social distancing fo… [+4543 chars]",GENERAL
name,CBC News,CBC News,Coronavirus: What's happening in Canada and around the world Wednesday,"A new month means a fresh set of bills for Canadian families and businesses struggling with the health and financial fallout from the global coronavirus pandemic. Here's a look at the latest COVID-19 developments across Canada, the United States and the rest …",https://www.cbc.ca/news/canada/coronavirus-covid19-april1-canada-world-1.5516328,https://i.cbc.ca/1.5517168.1585737537!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/1208726792.jpg,2020-04-01T10:51:40Z,"The latest:
A new month means a fresh set of bills for Canadian families and businesses struggling with the health and financial fallout from the global coronavirus pandemic.
With case numbers rising, several provinces have made moves recently to extend ord… [+16213 chars]",GENERAL
name,CBC News,Andrea Huncar,Edmontonians launch efforts to help students cut off from school food programs during pandemic,Edmontonians are finding innovative ways to get food to thousands of students who relied on meals at school until last week.,https://www.cbc.ca/news/canada/edmonton/edmonton-food-insecurity-nutrition-program-alberta-1.5509101,https://i.cbc.ca/1.4839792.1537992433!/fileImage/httpImage/image.png_gen/derivatives/16x9_620/kid-lunch-program.png,2020-03-25T14:00:00Z,"The vital role played by schools in keeping students fed in northeast Edmonton became even more evident to Sobeys Belmont owner Jerry MacLachlan last year when he was dropping off donations.
A portable toast cart was rolled into the classroom as the teacher … [+3467 chars]",BUSINESS
name,CBC News,Kate Letterick,New COVID-19 testing drive-thru opens in Moncton Coliseum,A new COVID-19 assessment centre will give Horizon Health the ability to increase the number of tests done in the Moncton region.,https://www.cbc.ca/news/canada/new-brunswick/moncton-covid-19-coliseum-assessment-drive-thru-horizon-health-1.5523158,https://i.cbc.ca/1.5523168.1586183347!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/moncton-coliseum-assessment-centre.jpg,2020-04-06T21:48:50Z,"A new COVID-19 assessment centre will give Horizon Health the ability to increase the number of tests done in the Moncton region.
The outdoor, drive-thru testing centre that was located in a Moncton Hospital parking lot has closed, and one of the agrenas at … [+3479 chars]",SCIENCE
name,CBC News,Danielle McCreadie,Unsung heroes: Grocery store workers compensated for being on the front lines during COVID-19,"In the midst of a global pandemic, a group of unsung heroes is beginning to get recognition for the service they provide day in and day out: operating our grocery stores.",https://www.cbc.ca/news/canada/new-brunswick/heroes-grocery-store-workers-1.5507120,https://i.cbc.ca/1.4397093.1513885251!/fileImage/httpImage/image.JPG_gen/derivatives/16x9_620/sobeys.JPG,2020-03-23T21:28:29Z,"In the midst of a global pandemic, a group of unsung heroes is beginning to get recognition for the service they provide day in and day out: operating our grocery stores. 
Grocery store workers across the country have been on the front lines during the COVID… [+5669 chars]",GENERAL
name,CBC News,Connell Smith,Saint John considers legal options to break no-layoff clauses,City management in Saint John is looking into a rarely used area of law to see if it can break no-layoff clauses in employee collective agreements in the event the municipality is hit with a COVID-19 related financial crisis.,https://www.cbc.ca/news/canada/new-brunswick/covid-19-common-law-frustration-of-contract-legal-principle-1.5510004,https://i.cbc.ca/1.5510041.1585167559!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/saint-john-police.jpg,2020-03-26T10:00:00Z,"City management in Saint John are looking into a rarely used area of law to see if it can break nolayoff clauses in employee collective agreements in event the municipality is hit with a COVID19 related financial crisis.
The labour contract with the city's 2… [+2414 chars]",GENERAL
name,CBC News,Rachel Bergen,"As messaging on masks evolves, Winnipeg business is making protective gear for city's homeless","For the last several weeks, Canadian public health officials have said there's no need for face masks for those who aren't exhibiting COVID-19 symptoms. That message is starting to change, though.",https://www.cbc.ca/news/canada/manitoba/homemade-non-surgical-face-masks-message-covid-19-1.5519453,https://i.cbc.ca/1.5519457.1585855944!/fileImage/httpImage/image.JPG_gen/derivatives/16x9_620/nathan-bezoplenko-wilder-goods.JPG,2020-04-03T10:00:33Z,"The owners of Wilder Goods normally spend their days making leather products out of their downtown Winnipeg studio, but lately they've been working from their homes making face masks for some of the city's most vulnerable people.
""We didn't know exactly how … [+6177 chars]",BUSINESS
name,CBC News,Heather Barrett,GreyJay didn't expect his new album to be so relevant,"GreyJay's album Wholesome Prison Blues takes on a literal meaning during these days of COVID-19-related physical distancing, self-isolation and quarantining.",https://www.cbc.ca/news/canada/newfoundland-labrador/first-listen-greyjay-wholesome-prison-blues-1.5513579,https://i.cbc.ca/1.5514087.1585495719!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/greyjay-black-and-white-photo.jpg,2020-04-03T12:30:00Z,"GreyJay, also known as Jordan Young, wasn't expecting his album Wholesome Prison Blues to be quite so relevant. 
The songs on the album are a bit on the nose during the COVID-19 pandemic, and our practices of physical distancing, self-isolation, and quaranti… [+2202 chars]",GENERAL
name,Al Jazeera English,Al Jazeera,Israel arrests Palestinian governor of Jerusalem,Ghaith's lawyer says he was apprehended primarily due to Palestinian activity related to the coronavirus outbreak.,https://www.aljazeera.com/news/2020/04/israel-arrests-palestinian-governor-jerusalem-200405154434194.html,https://www.aljazeera.com/mritems/Images/2019/2/27/5eaecbcdb2bc45709581bf1da9df8fef_18.jpg,2020-04-05T17:17:37Z,"Israel has arrested the Palestinian governor of Jerusalem, Adnan Ghaith, over ""illegal"" activities and put him behind bars once again.
The Palestinian Authority (PA) official was arrested by Israel at least six times last year and seven times in less than 18… [+1577 chars]",GENERAL
name,CBC News,Joanne Chianello,'A will of steel': Vera Etches is the face of Ottawa's fight against COVID-19,"Vera Etches has been Ottawa's top doctor for less than two years. Now, she's leading the fight against one of the most deadly pandemics that most of us have ever lived through.",https://www.cbc.ca/news/canada/ottawa/vera-etches-medical-officer-profile-1.5513510,https://i.cbc.ca/1.5485163.1583338056!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/dr-vera-etches-medical-officer-of-health.jpg,2020-04-06T08:00:00Z,"It's rare for city officials to hold a press conference on a Sunday and when they do, it's almost never to deliver good news.
The March 15 news conference was no exception.
Only four days after Ottawa's first case of COVID-19 was confirmed, back when the to… [+12086 chars]",GENERAL
name,CBC News,Shari Okeke,"No physio, no socializing: Kids with special needs face new challenges during COVID-19","Working from home while supervising school work, calming kids’ nerves and keeping them entertained has been a real challenge for many parents during the COVID-19 pandemic. It’s even harder for parents whose children have special needs.",https://www.cbc.ca/news/canada/montreal/special-needs-kids-parents-covid-19-1.5526044,https://i.cbc.ca/1.5526045.1586356444!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/christopher-craig-and-cameron-armstrong-craig.jpg,2020-04-09T10:00:00Z,"Working from home while supervising school work, calming kids' nerves and keeping them entertained has been a real challenge for many parents during the COVID-19 pandemic.
It's even harder for parents whose children have special needs.
Their children are mi… [+5272 chars]",GENERAL
name,CBC News,CBC News,"Ontario confirms 375 new COVID-19 cases, as long-term care homes grapple with more deaths","Ontario has 11 more deaths, according to CBC tallies. Meanwhile, Toronto and Mississauga are enforcing physical distancing measures this weekend, while more non-essential businesses and some construction sites will be shutting down Saturday night.",https://www.cbc.ca/news/canada/toronto/covid-19-ontario-april-4-1.5521962,https://i.cbc.ca/1.5522009.1586008338!/cumulusImage/httpImage/image.jpg_gen/derivatives/16x9_620/covid-19-sign-lumsden-ave.jpg,2020-04-04T14:30:25Z,"LATEST COVID-19 UPDATES IN ONTARIO:
<ul><li>Ontario residents receive emergency alert Saturday to stay home to slow COVID-19 spread</li><li>St Clair O'Connor retirement home in Toronto reports four patient deaths </li><li>Pinecrest Nursing Home reporting two… [+10914 chars]",GENERAL
name,CBC News,,Provincial officials to provide COVID-19 update,Up to 70 workers from a power services company in New Brunswick have told to self-isolate at home after restoring power in Maine over the last week.,https://www.cbc.ca/news/canada/new-brunswick/covid-19-roundup-coronavirus-outbreak-1.5535788,https://i.cbc.ca/1.5505197.1585943339!/cpImage/httpImage/image.jpg_gen/derivatives/16x9_620/nb-coronavirus-20200314.jpg,2020-04-17T10:04:53Z,"Up to 70 workers from a power services company in New Brunswick have been told to self-isolate at home after restoring power in Maine over the past week.  
Thousands of residents in Maine lost power for just over a week after a snow and wind storm. Utilities… [+6170 chars]",GENERAL
